question|context|answer|sql_generado
How many settlements does each claim correspond to? List the claim id and the number of settlements.|CREATE TABLE Settlements (claim_id VARCHAR); CREATE TABLE Claims (Claim_id VARCHAR, claim_id VARCHAR)|SELECT T1.Claim_id, COUNT(*) FROM Claims AS T1 JOIN Settlements AS T2 ON T1.claim_id = T2.claim_id GROUP BY T1.claim_id|SELECT T1.claim_id, COUNT(*) FROM Settlements AS T1 GROUP BY T1.claim_id
Which claim incurred the most number of settlements? List the claim id, the date the claim was made, and the number.|CREATE TABLE Claims (claim_id VARCHAR, date_claim_made VARCHAR); CREATE TABLE Settlements (claim_id VARCHAR)|SELECT T1.claim_id, T1.date_claim_made, COUNT(*) FROM Claims AS T1 JOIN Settlements AS T2 ON T1.claim_id = T2.claim_id GROUP BY T1.claim_id ORDER BY COUNT(*) DESC LIMIT 1|SELECT T1.claim_id, T1.date_claim_made, COUNT(T2.claim_id) FROM Claims AS T1 JOIN Settlements AS T2 ON T1.claim_id = T2.claim_id GROUP BY T1.claim_id, T1.date_claim_made ORDER BY COUNT(T2.claim_id) DESC LIMIT 1
How many settlements were made on the claim with the most recent claim settlement date? List the number and the claim id.|CREATE TABLE Settlements (claim_id VARCHAR); CREATE TABLE Claims (claim_id VARCHAR, Date_Claim_Settled VARCHAR)|SELECT COUNT(*), T1.claim_id FROM Claims AS T1 JOIN Settlements AS T2 ON T1.claim_id = T2.claim_id GROUP BY T1.claim_id ORDER BY T1.Date_Claim_Settled DESC LIMIT 1|SELECT COUNT(*), T1.claim_id FROM Settlements AS T1 JOIN Claims AS T2 ON T1.claim_id = T2.claim_id WHERE T2.Date_Claim_Settled = (SELECT MAX(Date_Claim_Settled) FROM Claims) GROUP BY T1.claim_id
Of all the claims, what was the earliest date when any claim was made?|CREATE TABLE Claims (Date_Claim_Made VARCHAR)|SELECT Date_Claim_Made FROM Claims ORDER BY Date_Claim_Made LIMIT 1|SELECT MIN(Date_Claim_Made) FROM Claims
What is the total amount of settlement made for all the settlements?|CREATE TABLE Settlements (Amount_Settled INTEGER)|SELECT SUM(Amount_Settled) FROM Settlements|SELECT SUM(Amount_Settled) FROM Settlements
Who are the customers that had more than 1 policy? List the customer details and id.|CREATE TABLE Customers (customer_details VARCHAR, customer_id VARCHAR, Customer_id VARCHAR); CREATE TABLE Customer_Policies (Customer_id VARCHAR)|SELECT T1.customer_details, T1.customer_id FROM Customers AS T1 JOIN Customer_Policies AS T2 ON T1.Customer_id = T2.Customer_id GROUP BY T1.customer_id HAVING COUNT(*) > 1|SELECT T1.customer_details, T1.customer_id FROM Customers AS T1 JOIN Customer_Policies AS T2 ON T1.Customer_id = T2.Customer_id GROUP BY T1.Customer_id HAVING COUNT(*) > 1
What are the claim dates and settlement dates of all the settlements?|CREATE TABLE Settlements (Date_Claim_Made VARCHAR, Date_Claim_Settled VARCHAR)|SELECT Date_Claim_Made, Date_Claim_Settled FROM Settlements|SELECT Date_Claim_Made, Date_Claim_Settled FROM Settlements
What is the most popular payment method?|CREATE TABLE Payments (Payment_Method_Code VARCHAR)|SELECT Payment_Method_Code FROM Payments GROUP BY Payment_Method_Code ORDER BY COUNT(*) DESC LIMIT 1|SELECT Payment_Method_Code FROM Payments GROUP BY Payment_Method_Code ORDER BY COUNT(*) DESC LIMIT 1
With which kind of payment method were the least number of payments processed?|CREATE TABLE Payments (Payment_Method_Code VARCHAR)|SELECT Payment_Method_Code FROM Payments GROUP BY Payment_Method_Code ORDER BY COUNT(*) LIMIT 1|SELECT Payment_Method_Code FROM Payments GROUP BY Payment_Method_Code ORDER BY COUNT(*) ASC LIMIT 1
What is the total amount of payment?|CREATE TABLE Payments (Amount_Payment INTEGER)|SELECT SUM(Amount_Payment) FROM Payments|SELECT SUM(Amount_Payment) FROM Payments
What are all the distinct details of the customers?|CREATE TABLE Customers (customer_details VARCHAR)|SELECT DISTINCT customer_details FROM Customers|SELECT DISTINCT customer_details FROM Customers
Which kind of policy type was chosen by the most customers?|CREATE TABLE Customer_Policies (Policy_Type_Code VARCHAR)|SELECT Policy_Type_Code FROM Customer_Policies GROUP BY Policy_Type_Code ORDER BY COUNT(*) DESC LIMIT 1|SELECT Policy_Type_Code FROM Customer_Policies GROUP BY Policy_Type_Code ORDER BY COUNT(*) DESC LIMIT 1
How many settlements are there in total?|CREATE TABLE Settlements (Id VARCHAR)|SELECT COUNT(*) FROM Settlements|SELECT COUNT(*) FROM Settlements
Which Payments were processed with Visa? List the payment Id, the date and the amount.|CREATE TABLE Payments (Payment_ID VARCHAR, Date_Payment_Made VARCHAR, Amount_Payment VARCHAR, Payment_Method_Code VARCHAR)|SELECT Payment_ID, Date_Payment_Made, Amount_Payment FROM Payments WHERE Payment_Method_Code = 'Visa'|SELECT Payment_ID, Date_Payment_Made, Amount_Payment FROM Payments WHERE Payment_Method_Code = 'Visa'
List the details of the customers who do not have any policies.|CREATE TABLE Customer_Policies (customer_id VARCHAR); CREATE TABLE Customers (customer_details VARCHAR, customer_id VARCHAR); CREATE TABLE Customers (customer_details VARCHAR)|SELECT customer_details FROM Customers EXCEPT SELECT T1.customer_details FROM Customers AS T1 JOIN Customer_Policies AS T2 ON T1.customer_id = T2.customer_id|SELECT T1.customer_details FROM Customers AS T1 LEFT JOIN Customer_Policies AS T2 ON T1.customer_id = T2.customer_id WHERE T2.customer_id IS NULL
List the date the claim was made, the date it was settled and the amount settled for all the claims which had exactly one settlement.|CREATE TABLE Claims (claim_id VARCHAR, date_claim_made VARCHAR, Date_Claim_Settled VARCHAR, Claim_id VARCHAR); CREATE TABLE Settlements (Claim_id VARCHAR)|SELECT T1.claim_id, T1.date_claim_made, T1.Date_Claim_Settled FROM Claims AS T1 JOIN Settlements AS T2 ON T1.Claim_id = T2.Claim_id GROUP BY T1.claim_id HAVING COUNT(*) = 1|SELECT T1.date_claim_made, T1.Date_Claim_Settled FROM Claims AS T1 JOIN Settlements AS T2 ON T1.Claim_id = T2.Claim_id GROUP BY T1.Claim_id HAVING COUNT(T2.Claim_id) = 1
Find the total claimed amount of all the claims.|CREATE TABLE Claims (Amount_Claimed INTEGER)|SELECT SUM(Amount_Claimed) FROM Claims|SELECT SUM(Amount_Claimed) FROM Claims
Which department has the largest number of employees?|CREATE TABLE department (name VARCHAR, departmentID VARCHAR)|SELECT name FROM department GROUP BY departmentID ORDER BY COUNT(departmentID) DESC LIMIT 1|SELECT name FROM department GROUP BY name ORDER BY COUNT(*) DESC LIMIT 1
What is the employee id of the head whose department has the least number of employees?|CREATE TABLE department (head VARCHAR, departmentID VARCHAR)|SELECT head FROM department GROUP BY departmentID ORDER BY COUNT(departmentID) LIMIT 1|SELECT head FROM department ORDER BY departmentID
what is the name and position of the head whose department has least number of employees?|CREATE TABLE department (head VARCHAR); CREATE TABLE physician (name VARCHAR, position VARCHAR, EmployeeID VARCHAR)|SELECT T2.name, T2.position FROM department AS T1 JOIN physician AS T2 ON T1.head = T2.EmployeeID GROUP BY departmentID ORDER BY COUNT(departmentID) LIMIT 1|SELECT T1.name, T1.position FROM physician AS T1 JOIN department AS T2 ON T1.EmployeeID = T2.head GROUP BY T2.head ORDER BY COUNT(*) ASC LIMIT 1
What are names of patients who made an appointment?|CREATE TABLE appointment (patient VARCHAR); CREATE TABLE patient (ssn VARCHAR)|SELECT name FROM appointment AS T1 JOIN patient AS T2 ON T1.patient = T2.ssn|SELECT T2.ssn FROM appointment AS T1 JOIN patient AS T2 ON T1.patient = T2.ssn
what are name and phone number of patients who had more than one appointment?|CREATE TABLE appointment (patient VARCHAR); CREATE TABLE patient (ssn VARCHAR)|SELECT name, phone FROM appointment AS T1 JOIN patient AS T2 ON T1.patient = T2.ssn GROUP BY T1.patient HAVING COUNT(*) > 1|SELECT T1.patient FROM appointment AS T1 GROUP BY T1.patient HAVING COUNT(*) > 1
Find the id of the appointment with the most recent start date?|CREATE TABLE appointment (appointmentid VARCHAR, START VARCHAR)|SELECT appointmentid FROM appointment ORDER BY START DESC LIMIT 1|SELECT appointmentid FROM appointment ORDER BY START DESC LIMIT 1
List the name of physicians who took some appointment.|CREATE TABLE appointment (Physician VARCHAR); CREATE TABLE physician (name VARCHAR, EmployeeID VARCHAR)|SELECT T2.name FROM appointment AS T1 JOIN physician AS T2 ON T1.Physician = T2.EmployeeID|SELECT T2.name FROM appointment AS T1 JOIN physician AS T2 ON T1.Physician = T2.EmployeeID
List the name of physicians who never took any appointment.|CREATE TABLE physician (name VARCHAR); CREATE TABLE appointment (Physician VARCHAR); CREATE TABLE physician (name VARCHAR, EmployeeID VARCHAR)|SELECT name FROM physician EXCEPT SELECT T2.name FROM appointment AS T1 JOIN physician AS T2 ON T1.Physician = T2.EmployeeID|SELECT T1.name FROM physician AS T1 LEFT JOIN appointment AS T2 ON T1.name = T2.Physician WHERE T2.Physician IS NULL
Find the names of all physicians and their primary affiliated departments' names.|CREATE TABLE department (name VARCHAR, DepartmentID VARCHAR); CREATE TABLE affiliated_with (physician VARCHAR, department VARCHAR, PrimaryAffiliation VARCHAR); CREATE TABLE physician (name VARCHAR, EmployeeID VARCHAR)|SELECT T1.name, T3.name FROM physician AS T1 JOIN affiliated_with AS T2 ON T1.EmployeeID = T2.physician JOIN department AS T3 ON T2.department = T3.DepartmentID WHERE T2.PrimaryAffiliation = 1|SELECT T2.name, T1.name FROM department AS T1 JOIN affiliated_with AS T3 ON T1.DepartmentID = T3.department JOIN physician AS T2 ON T3.physician = T2.EmployeeID WHERE T3.PrimaryAffiliation = 'Y'
What is the name of the patient who made the most recent appointment?|CREATE TABLE patient (name VARCHAR, ssn VARCHAR); CREATE TABLE appointment (patient VARCHAR, start VARCHAR)|SELECT T1.name FROM patient AS T1 JOIN appointment AS T2 ON T1.ssn = T2.patient ORDER BY T2.start DESC LIMIT 1|SELECT T1.name FROM patient AS T1 JOIN appointment AS T2 ON T1.ssn = T2.patient ORDER BY T2.start DESC LIMIT 1
How many patients stay in room 112?|CREATE TABLE stay (patient VARCHAR, room VARCHAR)|SELECT COUNT(patient) FROM stay WHERE room = 112|SELECT COUNT(*) FROM stay WHERE room = '112'
How many patients' prescriptions are made by physician John Dorian?|CREATE TABLE patient (SSN VARCHAR); CREATE TABLE prescribes (patient VARCHAR, physician VARCHAR); CREATE TABLE physician (employeeid VARCHAR, name VARCHAR)|"SELECT COUNT(T1.SSN) FROM patient AS T1 JOIN prescribes AS T2 ON T1.SSN = T2.patient JOIN physician AS T3 ON T2.physician = T3.employeeid WHERE T3.name = ""John Dorian"""|SELECT COUNT(T1.patient) FROM prescribes AS T1 JOIN physician AS T2 ON T1.physician = T2.employeeid WHERE T2.name = 'John Dorian'
Find the name of medication used on the patient who stays in room 111?|CREATE TABLE Prescribes (Patient VARCHAR, Medication VARCHAR); CREATE TABLE Medication (name VARCHAR, Code VARCHAR); CREATE TABLE patient (SSN VARCHAR); CREATE TABLE stay (Patient VARCHAR)|SELECT T4.name FROM stay AS T1 JOIN patient AS T2 ON T1.Patient = T2.SSN JOIN Prescribes AS T3 ON T3.Patient = T2.SSN JOIN Medication AS T4 ON T3.Medication = T4.Code WHERE room = 111|SELECT T2.name FROM Prescribes AS T1 JOIN Medication AS T2 ON T1.Medication = T2.Code JOIN patient AS T3 ON T1.Patient = T3.SSN WHERE T1.Patient IN (SELECT Patient FROM stay)
Find the patient who most recently stayed in room 111.|CREATE TABLE stay (patient VARCHAR, room VARCHAR, staystart VARCHAR)|SELECT patient FROM stay WHERE room = 111 ORDER BY staystart DESC LIMIT 1|SELECT patient FROM stay WHERE room = '111' ORDER BY staystart DESC LIMIT 1
What is the name of the nurse has the most appointments?|CREATE TABLE nurse (name VARCHAR, employeeid VARCHAR); CREATE TABLE appointment (prepnurse VARCHAR)|SELECT T1.name FROM nurse AS T1 JOIN appointment AS T2 ON T1.employeeid = T2.prepnurse GROUP BY T1.employeeid ORDER BY COUNT(*) DESC LIMIT 1|SELECT T1.name FROM nurse AS T1 JOIN appointment AS T2 ON T1.employeeid = T2.prepnurse GROUP BY T1.name ORDER BY COUNT(*) DESC LIMIT 1
How many patients do each physician take care of? List their names and number of patients they take care of.|CREATE TABLE patient (PCP VARCHAR); CREATE TABLE physician (name VARCHAR, employeeid VARCHAR)|SELECT T1.name, COUNT(*) FROM physician AS T1 JOIN patient AS T2 ON T1.employeeid = T2.PCP GROUP BY T1.employeeid|SELECT T2.name, COUNT(*) FROM patient AS T1 JOIN physician AS T2 ON T1.PCP = T2.employeeid GROUP BY T2.name
Find the name of physicians who are in charge of more than one patient.|CREATE TABLE patient (PCP VARCHAR); CREATE TABLE physician (name VARCHAR, employeeid VARCHAR)|SELECT T1.name FROM physician AS T1 JOIN patient AS T2 ON T1.employeeid = T2.PCP GROUP BY T1.employeeid HAVING COUNT(*) > 1|SELECT T2.name FROM patient AS T1 JOIN physician AS T2 ON T1.PCP = T2.employeeid GROUP BY T2.name HAVING COUNT(*) > 1
Find the number of rooms located on each block floor.|CREATE TABLE room (blockfloor VARCHAR, blockcode VARCHAR); CREATE TABLE BLOCK (blockfloor VARCHAR, blockcode VARCHAR)|SELECT COUNT(*), T1.blockfloor FROM BLOCK AS T1 JOIN room AS T2 ON T1.blockfloor = T2.blockfloor AND T1.blockcode = T2.blockcode GROUP BY T1.blockfloor|SELECT blockfloor, COUNT(*) FROM room GROUP BY blockfloor
Find the number of rooms for different block code?|CREATE TABLE room (blockfloor VARCHAR, blockcode VARCHAR); CREATE TABLE BLOCK (blockcode VARCHAR, blockfloor VARCHAR)|SELECT COUNT(*), T1.blockcode FROM BLOCK AS T1 JOIN room AS T2 ON T1.blockfloor = T2.blockfloor AND T1.blockcode = T2.blockcode GROUP BY T1.blockcode|SELECT blockcode, COUNT(*) FROM room GROUP BY blockcode
What are the unique block codes that have available rooms?|CREATE TABLE room (blockcode VARCHAR, unavailable VARCHAR)|SELECT DISTINCT blockcode FROM room WHERE unavailable = 0|SELECT DISTINCT blockcode FROM room WHERE unavailable <> 'TRUE'
How many different types of rooms are there?|CREATE TABLE room (roomtype VARCHAR)|SELECT COUNT(DISTINCT roomtype) FROM room|SELECT COUNT(DISTINCT roomtype) FROM room
What is the names of the physicians who prescribe medication Thesisin?|CREATE TABLE physician (name VARCHAR, employeeid VARCHAR); CREATE TABLE prescribes (physician VARCHAR, medication VARCHAR); CREATE TABLE medication (code VARCHAR, name VARCHAR)|"SELECT DISTINCT T1.name FROM physician AS T1 JOIN prescribes AS T2 ON T1.employeeid = T2.physician JOIN medication AS T3 ON T3.code = T2.medication WHERE T3.name = ""Thesisin"""|SELECT T1.name FROM physician AS T1 JOIN prescribes AS T2 ON T1.employeeid = T2.physician JOIN medication AS T3 ON T2.medication = T3.code WHERE T3.name = 'Thesisin'
Find the name and position of physicians who prescribe some medication whose brand is X?|CREATE TABLE medication (code VARCHAR, Brand VARCHAR); CREATE TABLE prescribes (physician VARCHAR, medication VARCHAR); CREATE TABLE physician (name VARCHAR, position VARCHAR, employeeid VARCHAR)|"SELECT DISTINCT T1.name, T1.position FROM physician AS T1 JOIN prescribes AS T2 ON T1.employeeid = T2.physician JOIN medication AS T3 ON T3.code = T2.medication WHERE T3.Brand = ""X"""|SELECT T1.name, T1.position FROM physician AS T1 JOIN prescribes AS T2 ON T1.employeeid = T2.physician JOIN medication AS T3 ON T2.medication = T3.code WHERE T3.Brand = 'X'
Find the number of medications prescribed for each brand.|CREATE TABLE medication (name VARCHAR, brand VARCHAR, code VARCHAR); CREATE TABLE prescribes (medication VARCHAR)|SELECT COUNT(*), T1.name FROM medication AS T1 JOIN prescribes AS T2 ON T1.code = T2.medication GROUP BY T1.brand|SELECT T1.brand, COUNT(*) FROM medication AS T1 JOIN prescribes AS T2 ON T1.name = T2.medication GROUP BY T1.brand
Find the name of physicians whose position title contains the word 'senior'.|CREATE TABLE physician (name VARCHAR, POSITION VARCHAR)|SELECT name FROM physician WHERE POSITION LIKE '%senior%'|SELECT name FROM physician WHERE POSITION LIKE '%senior%'
Find the patient who has the most recent undergoing treatment?|CREATE TABLE undergoes (patient VARCHAR, dateundergoes VARCHAR)|SELECT patient FROM undergoes ORDER BY dateundergoes LIMIT 1|SELECT patient FROM undergoes ORDER BY dateundergoes DESC LIMIT 1
Find the names of all patients who have an undergoing treatment and are staying in room 111.|CREATE TABLE undergoes (patient VARCHAR, Stay VARCHAR); CREATE TABLE stay (StayID VARCHAR, room VARCHAR); CREATE TABLE patient (name VARCHAR, SSN VARCHAR)|SELECT DISTINCT T2.name FROM undergoes AS T1 JOIN patient AS T2 ON T1.patient = T2.SSN JOIN stay AS T3 ON T1.Stay = T3.StayID WHERE T3.room = 111|SELECT T3.name FROM undergoes AS T1 JOIN stay AS T2 ON T1.Stay = T2.StayID JOIN patient AS T3 ON T1.patient = T3.SSN WHERE T2.room = '111'
